Name,Year,Duration,Genre,Rating,Director,Actor1,Actor2,Actor3
The Arms Drop,2014,94,"Documentary, Biography, Drama",6.8,Andreas Koefoed,Musta Ali,Mikhail Belinson,Sami Darr
The Attacks of 26/11,2013,116,"Action, Crime, Drama",6.9,Ram Gopal Varma,Nana Patekar,Atul Kulkarni,Sanjeev Jaiswal
The BFG,2016,117,"Adventure, Family, Fantasy",6.4,Steven Spielberg,Mark Rylance,Ruby Barnhill,Penelope Wilton
The Big Bull,2021,153,"Biography, Crime, Drama",6.1,Kookie Gulati,Abhishek Bachchan,Nikita Dutta,Ileana D'Cruz
The Blue Umbrella,2005,90,"Comedy, Drama, Family",7.4,Vishal Bhardwaj,Pankaj Kapur,Shriya Sharma,Deepak Dobriyal
The Blueberry Hunt,2016,110,"Action, Thriller",5.6,Anup Kurian,Kartik Elangovan,Vinay Forrt,Aahana Kumra
The Body,2019,101,"Mystery, Thriller",5.4,Jeethu Joseph,Emraan Hashmi,Rishi Kapoor,Sobhita Dhulipala
The Brawler,2017,154,"Action, Drama, Sport",8,Anurag Kashyap,Vineet Kumar Singh,Jimmy Sheirgill,Zoya Hussain
The Bright Day,2013,90,Drama,5.9,Mohit Takalkar,Mohan Agashe,Radhika Apte,Rajit Kapoor
The Burning Train,1980,142,"Action, Thriller",6.8,Ravi Chopra,Dharmendra,Vinod Khanna,Jeetendra
The Chess Players,1977,129,"Comedy, Drama, History",7.6,Satyajit Ray,Sanjeev Kumar,Saeed Jaffrey,Shabana Azmi
The Churning,1976,134,Drama,7.7,Shyam Benegal,Girish Karnad,Smita Patil,Naseeruddin Shah
The Court Dancer: Raj Narkati,1941,144,Drama,6.4,Modhu Bose,Sadhona Bose,Protima Dasgupta,Binita Gupta
The Darjeeling Limited,2007,91,"Adventure, Comedy, Drama",7.2,Wes Anderson,Owen Wilson,Adrien Brody,Jason Schwartzman
The Dark Side of Life: Mumbai City,2018,125,Drama,5.9,Tariq Khan,Avii,Mahesh Bhatt,Sayed Gul
The Deceivers,1988,102,"Adventure, Crime, Drama",6.1,Nicholas Meyer,Pierce Brosnan,Saeed Jaffrey,Shashi Kapoor
The Dirty MMS,2014,93,Drama,2.4,Sudhir Pillai,Rakesh,Sudhir,Gunj
The Dirty Picture,2011,144,"Biography, Comedy, Drama",6.6,Milan Luthria,Vidya Balan,Emraan Hashmi,Tusshar Kapoor
The Dirty Relation,2013,121,Thriller,3.6,Kesar Matharu,Sanjay Chauhan,Jasleen Matharu,Kanwaljeet Matharu
The Don,1995,135,"Crime, Drama",6,Farogh Siddique,Mithun Chakraborty,Sonali Bendre,Jugal Hansraj
The Dream Job,2017,138,Drama,6,Mukesh Mishra,Sadhvi Bhatt,Zuber K. Khan,Prasad Shikhare
The Elder One,2019,125,"Action, Crime, Drama",7.5,Geethu Mohandas,Nivin Pauly,Shashank Arora,Sanjana Dipu
The Fakir of Venice,2009,87,Drama,5.1,Anand Surapur,Farhan Akhtar,Annu Kapoor,Jhilmil Hazrika
The Fiancee,1953,151,"Drama, Romance",6.9,Bimal Roy,Ashok Kumar,Meena Kumari,Asitbaran
The Film,2005,144,"Crime, Drama, Mystery",6.4,Zunaid Memon,Nassar Abdulla,Ravi Baswani,Rakesh Bedi
The Film Emotional Atyachar,2010,87,"Comedy, Crime, Drama",6,Akshay Shere,Ranvir Shorey,Vinay Pathak,Ravi Kishan
The Film Love.Com... The Ultimate Killing Site,2010,92,"Action, Crime, Drama",3.4,Vinod Mukhi,Jai Kalra,Mika Singh,Mumait Khan
The Final Exit,2017,119,Horror,6.2,Dhwanil Mehta,Kunaal Roy Kapur,Mukesh Hariawala,Elena Kazan
The Firm Land,2008,95,Drama,5.4,Chapour Haghighat,Prem Datta,Change Ji,Abu Lala
The Flip Side: A Truth That Could Not Reach You,2015,48,Documentary,9.2,Utpal Kalal,Subramanian Swamy,Shiva Shambh Bhatt,Asaram Bapu
The Forest,2009,88,"Drama, Horror, Thriller",5,Ashvin Kumar,Ankur Vikal,Javed Jaffrey,Nandana Sen
The Gentleman,1994,161,"Action, Drama",5.2,Mahesh Bhatt,Chiranjeevi,Juhi Chawla,Paresh Rawal
The Ghazi Attack,2017,116,"Action, Thriller, War",7.6,Sankalp Reddy,Rana Daggubati,Kay Kay Menon,Atul Kulkarni
The Girl on the Train,2021,120,"Crime, Drama, Mystery",4.4,Ribhu Dasgupta,Aditi Rao Hydari,Kirti Kulhari,Parineeti Chopra
The Goa Run,2014,112,"Action, Crime, Romance",7.1,John Owen,Rajeev Khandelwal,Prashant Narayanan,Lekha Washington
The Good Road,2013,92,Drama,6.1,Gyan Correa,Ajay Gehi,Sonali Kulkarni,Shamji Dhana Kerasia
The Great Gambler,1979,105,"Action, Crime, Romance",6.5,Shakti Samanta,Amitabh Bachchan,Zeenat Aman,Neetu Singh
The Great Indian Butterfly,2007,110,Drama,6.2,Sarthak Dasgupta,Aamir Bashir,Sandhya Mridul,Koel Purie
The Great Indian Escape,2019,117,"Adventure, Biography, Drama",7.1,Taranjiet Singh Namdhari,Raghav Rishi,Raaj Singh Arora,Asheesh Kapur
The Grey,2020,90,"Drama, Mystery",6.5,Tushar Waghela,Tarush Waghela,Vishay Waghela,Yashwant Anand Gupta
The Hero of Color City,2014,77,"Animation, Adventure, Family",4.1,Frank Gladstone,Owen Wilson,Christina Ricci,Rosie Perez
The Hero: Love Story of a Spy,2003,160,"Action, Adventure, Drama",5.3,Anil Sharma,Sunny Deol,Preity Zinta,Priyanka Chopra Jonas
The Hidden Strike,2020,100,War,3.5,Suzad Iqbal Khan,Deepraj Rana,Mir Sarwar,Jimmy Sharma
The Himalayan Diaries,2019,80,"Comedy, Romance",8,Anjanikumar Tripathi,Nikita Sharma,Priyanshu Solanki,Mahesh Gahalot
The Holy Fish,2017,89,Drama,7.2,Sandeep Mishra,Vimal Chandra Pandey,Ashwini Agarwal,Sayyed Iqbal Ahmed
The House Next Door,2017,137,Horror,6.8,Milind Rau,Prakash Belawadi,Khushi Hajare,Andrea Jeremiah
The Hundred Bucks,2020,102,Drama,6.8,Dushyant Pratap Singh,Kavita Tripathi,Rajesh Mishra,Dinesh Bawara
The Hundred-Foot Journey,2014,122,"Comedy, Drama",7.3,Lasse Hallstr�m,Helen Mirren,Om Puri,Manish Dayal
The Hungry,2017,100,Drama,7.2,Bornila Chatterjee,Naseeruddin Shah,Tisca Chopra,Neeraj Kabi
The Idiotmaker's Gravity Tour,2011,106,"Comedy, Drama",6.4,Daniel Kremer,William Cully Allen,K.J. Linhein,Alanna Blair
The Impossible Murder,2010,82,Mystery,6.4,Sareesh Sudhakaran,Hemu Adhikari,Minnakshi Das,Ajay Gatlewar
The Jinx,2017,118,Thriller,6,Prince,Kanak Pandey,Rajesh Raja,Aditi Singh
The Journey of Karma,2018,98,Drama,6.6,Jagbir Dahiya,Shakti Kapoor,Poonam Pandey,Gauri Shankar
The Journey Weekend Night,2020,122,Thriller,6.1,Shaik Khaja Hussain,Yash Agarwal,Imran Ali,Arti Gaikwad
The Killer,2006,117,"Action, Crime, Drama",4.7,Hasnain Hyderabadwala,Raksha Mistry,Irrfan Khan,Emraan Hashmi
The Last Color,2019,90,Drama,7.9,Vikas Khanna,Anuj Tyagi,Vajid Ali,Ankita
The Last Tale of Kayenaat,2016,140,Thriller,5.9,Iqbal Baksh,Vani Vashishth,Zeeshan Khan,Aman Sandhu
The Lastbenchers,2014,147,"Biography, Comedy, Drama",7.3,Prajact Rebeloma,Prajakt Rebeloma,Pooja Bhattad,Shriya Fule
The Legend of Bhagat Singh,2002,155,"Action, Biography, Drama",8.1,Rajkumar Santoshi,Ajay Devgn,Sushant Singh,D. Santosh
The Legend of Drona,2008,138,"Action, Adventure, Fantasy",2,Goldie Behl,Jayshree Arora,Veer Arya,Abhishek Bachchan
The Lift Boy,2019,107,"Comedy, Drama",7.2,Jonathan Augustin,Moin Khan,Nyla Masood,Sagar Kale
The Light of the World,1931,124,"Drama, Fantasy",6.2,Ardeshir Irani,Master Vithal,Zubeida,Jillo
The Light: Swami Vivekananda,2013,117,"Biography, History",7.8,J. Misra,Utpal Sinha,Deep Bhattacharya,Gargi Roy Chowdhury
The Lost Salesman of Delhi,2014,97,"Adventure, Drama, Mystery",7.9,Deepak Mahajan,Manoj Bakshi,Radha Bhatt,Preet Bhatti
The Lovers,2015,109,"Action, Adventure, Romance",4.6,Roland Joff�,Josh Hartnett,Bipasha Basu,Tamsin Egerton
The Lunchbox,2013,104,"Drama, Romance",7.8,Ritesh Batra,Irrfan Khan,Nimrat Kaur,Nawazuddin Siddiqui
The Monster,1994,132,"Comedy, Horror",4.4,Shyam Ramsay,Tulsi Ramsay,Karan Shah,Archana Puran Singh
The Morning Breeze,1995,89,Drama,7,Saeed Akhtar Mirza,Kaifi Azmi,Mayuri Kango,Seema Kelkar
The Murderer: Hamilton Palace,2011,108,"Action, Mystery",4,Raj N. Sippy,Mimoh Chakraborty,Milind Gunaji,Shakti Kapoor
The Mystic Masseur,2001,117,"Comedy, Drama",5.8,Ismail Merchant,Om Puri,James Fox,Aasif Mandvi
The Naxalites,1980,141,Drama,6.4,Khwaja Ahmad Abbas,Jalal Agha,Saleem Christopher Agha,Shehnaz Anand
The Other End of the Line,2007,106,"Comedy, Drama, Family",6.2,James Dodson,Jesse Metcalfe,Sara Foster,Anupam Kher
The Other Side of the Door,2016,96,Horror,5.3,Johannes Roberts,Sarah Wayne Callies,Jeremy Sisto,Sofia Rosinsky
The Past,2018,120,"Drama, Horror",3.5,Gagan Puri,Sonia Albizuri,Samiksha Bhatt,Yuvraaj Parashar
The Perfect Girl,2015,97,Romance,5.7,Prakash Nambiar,Teeshay,Tara-Alisha Berry,Shalaka Apte
The Pickup Artist,2019,111,"Crime, Mystery, Thriller",8.7,Rohit Arora,Saasha Aery,Sidharth Bhardwaj,Anahita Bhooshan
The Power,2021,154,"Action, Crime, Drama",5.7,Mahesh Manjrekar,Vidyut Jammwal,Shruti Haasan,Salil Ankola
The President Is Coming,2009,90,Comedy,6.8,Kunaal Roy Kapur,Konkona Sen Sharma,Shernaz Patel,Shivani Tanksale
The Prince of Light,2000,97,"Animation, Drama, Adventure",6.8,Y�g� Sak�,Bryan Cranston,Edie Mirman,Tom Wyner
The Princess and the Hunter,1935,164,"Action, Adventure",4.5,Homi Wadia,Fearless Nadia,Sharifa,Gulshan
The Pushkar Lodge,2020,115,Drama,8.6,Vijay Suthar,Anil Chahar,Sachin Chaudhary,Yashvi Chhabra
The Rally,2017,130,"Action, Drama, Romance",7.3,Deepak Anand,Mirza,Arshin Mehta,Sachin Chhabra
The Reluctant Crime,2020,113,Drama,9.4,Arvind Pratap,Dharmendra Ahir,Awanish Kotnal,Rakhi Mansha
The Revenge: Geeta Mera Naam,2000,108,Action,2.9,Dilip Gulati,Dharmendra,Kalyani Thakkar,Durgesh Nandini
The Royal Bengal Tiger,2014,110,Thriller,6.9,Rajesh Ganguly,Jeet,Abir Chatterjee,Priyanka Sarkar
The Savage Princess,1952,101,"Action, Adventure, Drama",7,Mehboob Khan,Dilip Kumar,Nimmi,Prem Nath
The Second Best Exotic Marigold Hotel,2015,122,"Comedy, Drama, Romance",6.6,John Madden,Judi Dench,Maggie Smith,Bill Nighy
The Seventh Horse of the Sun,1992,130,"Drama, Romance",8,Shyam Benegal,Rajit Kapoor,Raghuvir Yadav,Siraj Ahmed
The Shaukeens,2014,124,Comedy,4.9,Abhishek Sharma,Akshay Kumar,Lisa Haydon,Anupam Kher
The Shepherdess and the Seven Songs,2020,96,Drama,6.7,Pushpendra Singh,Shahnawaz Bhat,Sadakkit Bijran,Ranjit Khajuria
The Sholay Girl,2019,106,"Action, Biography, Drama",7.7,Aditya Sarpotdar,Bidita Bag,Chandan Roy Sanyal,Vineet Raina
The Silence,2015,91,Drama,7.3,Gajendra Ahire,Sonam Arora,Mugdha Chaphekar,Mihiresh Joshi
The Silent Heroes,2015,115,"Adventure, Drama, Family",6.4,Mahesh Bhatt,Mann Bagga,Gurfareen Bano,Maanuv Bharadwaj
The Skies Have Bowed,1968,160,"Comedy, Romance",6.8,Lekh Tandon,Rajendra Kumar,Saira Banu,Rajendranath Malhotra
The Sky Is Pink,2019,143,"Drama, Romance",7.6,Shonali Bose,Priyanka Chopra Jonas,Farhan Akhtar,Zaira Wasim
The Song of Scorpions,2017,119,Drama,5.9,Anup Singh,Golshifteh Farahani,Irrfan Khan,Waheeda Rehman
The Spectacular Jihad of Taz Rahim,2015,128,"Comedy, Crime, Drama",5.7,Raghav Murali,Monica Dogra,Rahsaan Noor,Kal Parekh
The Square Circle,1996,107,"Drama, Music, Romance",7.2,Amol Palekar,Nirmal Pandey,Sonali Kulkarni,Faiyyaz
The Stoneman Murders,2009,95,"Crime, Drama, Mystery",7.4,Manish Gupta,Kay Kay Menon,Arbaaz Khan,Rukhsar Rehman
The Tape,2017,90,Horror,7.1,Saket S. Behl,Samir Soni,Sonika Chopra,Jaswinder Kaur
The Tashkent Files,2019,134,"Drama, Mystery, Thriller",7.8,Vivek Agnihotri,Shweta Basu Prasad,Mithun Chakraborty,Naseeruddin Shah
The Threshold,2015,87,Drama,7.3,Pushan Kripalani,Neena Gupta,Rajit Kapoor,Dhanendra Kawde
The Touch,1980,145,"Drama, Romance",8.1,Sai Paranjape,Shabana Azmi,Naseeruddin Shah,Sudha Chopra
The Train,1970,138,"Action, Crime, Mystery",6.4,Ravikant Nagaich,Rajesh Khanna,Nanda,Helen
The Train,2011,133,Drama,4.4,Jayaraaj,Mammootty,Sheena Chohan,Sabitha Jayaraaj
The Train: Some Lines Should Never Be Crossed...,2007,134,"Crime, Drama, Thriller",4.3,Hasnain Hyderabadwala,Raksha Mistry,Emraan Hashmi,Geeta Basra
The Tree,2017,99,"Drama, Fantasy",5.7,Manika Sharma,Varsha Agnihotri,Shabana Azmi,Jayati Bhatia
The Unsound,2013,105,Thriller,4.6,Alok Shrivastav,Shadab Khan,Anurita Jha,Sapna Thakur
The Untitled Kartik Krishnan Project,2010,75,"Drama, Mystery, Sci-Fi",5.7,Srinivas Sunderrajan,Swara Bhaskar,Vishwesh Krishnamoorthy,Kartik Krishnan
The Villain,2014,129,"Action, Crime, Drama",6.5,Mohit Suri,Sidharth Malhotra,Shraddha Kapoor,Riteish Deshmukh
The Violin Player,2015,72,"Drama, Music",6.9,Bauddhayan Mukherji,Adil Hussain,Ritwick Chakraborty,Nayani Dixit
The Waiting Room,2010,90,"Crime, Drama, Mystery",6,Maneej Premnath,Raj Singh Chaudhary,Raja Chaudhary,Radhika Apte
The Warrior,2001,86,"Adventure, Drama",6.7,Asif Kapadia,Irrfan Khan,Puru Chibber,Aino Annuddin
The Web of the Witch,2002,90,"Comedy, Family, Fantasy",7.4,Vishal Bhardwaj,Shabana Azmi,Shweta Basu Prasad,Makrand Deshpande
The White Elephant,2009,115,Mystery,5.2,Aijaz Khan,Tannishtha Chatterjee,Neena Gupta,Anil Kumar
The White Tiger,2021,125,"Crime, Drama",7.1,Ramin Bahrani,Adarsh Gourav,Rajkummar Rao,Priyanka Chopra Jonas
The Wife,2021,106,"Crime, Horror, Romance",4.5,Sarmad Khan,Gurmeet Choudhary,Shweta Dadhich,Sayani Datta
The Window,2018,118,"Drama, Mystery",7,V.K. Choudhary,Atul Hanwat,Praveen Maheswari,Sayoni Mishra
The World of Fashion,2013,120,"Drama, Thriller",6.8,Sanjay Khandelwal,Ajaz Khan,Reena Ranchandani,Amrita Prakash
The Writer,2015,107,"Crime, Mystery",5.9,Rajeev Jhaveri,Gemma Atkinson,Victor Banerjee,Gauahar Khan
The Xpose,2014,113,"Mystery, Thriller",3.3,Ananth Narayan Mahadevan,Himesh Reshammiya,Yo Yo Honey Singh,Irrfan Khan
The Zoo,1967,125,"Crime, Drama, Mystery",7.3,Satyajit Ray,Uttam Kumar,Kalipada Chakraborty,Nripati Chatterjee
The Zoya Factor,2019,134,"Comedy, Drama, Romance",4.2,Abhishek Sharma,Sonam Kapoor,Dulquer Salmaan,Sanjay Kapoor
Thee,1981,160,"Action, Crime, Drama",6.6,R. Krishnamurthy,Rajinikanth,S. Balaji,Showkar Janaki
Thikana,1987,138,"Crime, Drama",5.5,Mahesh Bhatt,Smita Patil,Anil Kapoor,Amrita Singh
Thikka,2016,140,"Action, Comedy",4.4,Sunil K. Reddy,Ajay,Ali,Anand
THIRUMATHI PALANISAMY,1992,140,Drama,4.4,R. Sundarajan,Sathyaraj,Sukanya,Goundamani
Thoda Pyaar Thoda Magic,2008,145,"Comedy, Drama, Family",4.9,Kunal Kohli,Saif Ali Khan,Rani Mukerji,Rishi Kapoor
Thodasa Roomani Ho Jaayen,1990,160,"Comedy, Drama, Musical",7,Amol Palekar,Anita Kanwar,Nana Patekar,Riju Bajaj
Thodi Thodi Si Manmaaniyan,2017,135,"Drama, Romance",5.9,Aditya Sarpotdar,Karim Hajee,Mukesh Tiwari,Shilpa Tulaskar
Thodisi Bewafaii,1980,150,Drama,5.9,Esmayeel Shroff,Rajesh Khanna,Shabana Azmi,Siddharth
Thokar,1953,140,"Drama, Family",7.3,Lekhraj Bhakri,Shammi Kapoor,Shyama,Ravindra Kapoor
Thoongathey Tambi Thoongathey,1983,137,Drama,6.4,S.P. Muthuraman,Kamal Haasan,Radha,Goundamani
Three and a Half,2018,121,Drama,6.6,Dar Gai,Dheer Momaya,Arya Dave,Chandani Grover
Three Atrangi Jai-Veeru-Gabbar,2015,124,Comedy,5.9,Abhishek Utkarsh Deokar,Bonnie Juneja,Manoj Sharma,Gurdev Bhullar
"Three: Love, Lies, Betrayal",2009,121,"Drama, Mystery, Thriller",5.8,Vishal Pandya,Aashish Chaudhary,Akshay Kapoor,Nausheen Ali Sardar
Through the Eyelashes,1978,135,"Drama, Family, Romance",7.1,Hiren Nag,Sachin Pilgaonkar,Ranjeeta Kaur,Madan Puri
Thugs of Hindostan,2018,164,"Action, Adventure",4.1,Vijay Krishna Acharya,Aamir Khan,Amitabh Bachchan,Katrina Kaif
Tiger,2016,130,Action,6.4,Sartaj Singh Pannu,Sippy Gill,Ihana Dhillon,Yograj Singh
Tiger Zinda Hai,2017,161,"Action, Adventure, Thriller",5.9,Ali Abbas Zafar,Salman Khan,Katrina Kaif,Anupriya Goenka
Tigers,2014,94,Drama,7.3,Danis Tanovic,Emraan Hashmi,Geetanjali Thapa,Danny Huston
Tikli and Laxmi Bomb,2017,151,Drama,7.9,Aditya Kripalani,Chitrangada Chakraborty,Vibhawari Deshpande,Saharsh Kumar Shukla
Time Out,2015,98,"Drama, Family, Music",5.9,Rikhil Bahadur,Chirag Malhotra,Pranay Pachauri,Kaamya Sharma
Time Pass,2005,88,Romance,4.1,Chander Mishra,Sherlyn Chopra,Tanaaz Currim Irani,Adi Irani
Time to Dance,2021,113,"Musical, Romance",1.8,Stanley D'Costa,Sooraj Pancholi,Isabelle Kaif,Waluscha De Sousa
Time To Retaliate: MASOOM,2019,113,Crime,5.4,Kumaar Aadarsh,Alia Khan Dar,Ritesh Raghuvanshi,Vriddhi Patwa
Tinku,1977,135,Drama,6.3,Kalpataru,Tinku,Rajesh Khanna,Vinod Mehra
Tirangaa,1992,168,"Action, Drama, Thriller",6.9,Mehul Kumar,Raaj Kumar,Nana Patekar,Deepak Shirke
Tirchhi Topiwale,1998,144,"Comedy, Drama, Musical",5,Nadeem Khan,Inder Kumar,Chunky Panday,Monica Bedi
Tishnagi,2018,136,"Romance, Thriller",4.1,Sameer Khan,Shrivastava Anushka,Israil Khan,Sarthak Pradhan
Titli,2014,116,"Action, Crime, Drama",7.6,Kanu Behl,Shashank Arora,Ranvir Shorey,Shivani Raghuvanshi
Titoo MBA,2014,111,"Comedy, Romance",4.3,Amit Singh,Vats Amit,Nishant Dahiya,Pragya Jaiswal
To B or Not to B,2016,113,"Drama, Family, Thriller",6.7,Vierendrra Lalit,Rahul Roy,Vivek Srivastav,Akansha Shivhare
To Fall in Love,2000,159,"Comedy, Drama, Musical",4.4,K. Muralimohana Rao,Kashmira Shah,Salman Khan,Jackie Shroff
Toba Tek Singh,2018,75,"Drama, History",6.9,Ketan Mehta,Pankaj Kapur,Vinay Pathak,N.K. Pant
Toh Baat Pakki!,2010,122,"Comedy, Drama",5.1,Kedar Shinde,Tabu,Sharman Joshi,Yuvika Chaudhary
Tohfa,1984,159,"Drama, Romance",5.2,K. Raghavendra Rao,Jeetendra,Jaya Prada,Sridevi
Tohfa Mohabbat Ka,1988,150,"Drama, Romance",5.5,Ram Govind,Preeti Ganguli,Ram Govind,Govinda
Toilet: A Love Story,2017,155,"Comedy, Drama",7.2,Shree Narayan Singh,Anupam Kher,Akshay Kumar,Bhumi Pednekar
"Tom, Dick, and Harry",2006,137,"Action, Comedy, Romance",3.2,Deepak Tijori,Rakesh Bedi,Bobby Darling,Avtar Gill
Tony: My Mentor the Serial Killer,2018,124,Thriller,7.9,Vipul K. Rawal,Mahesh Jilowa,Yashodhan Rana,Manoj Chandila
Toofan,1989,174,"Action, Crime",4.9,Ketan Desai,Amitabh Bachchan,Meenakshi Sheshadri,Amrita Singh
Toofan,1975,138,"Action, Adventure",5.7,Kedar Kapoor,Vikram Makandar,Priyadarshini,Jagdeep
Toofani Tarzan,1937,112,Adventure,3.4,Homi Wadia,John Cawas,Gulshan,Boman Shroff
Toonpur Ka Superrhero,2010,95,"Animation, Action, Adventure",4.2,Kireet Khurana,Ajay Devgn,Kajol,Ameya Pandya
Toote Khilone,1978,136,Drama,5.7,Ketan Anand,Shekhar Kapur,Shabana Azmi,Urmila Bhatt
Tope,2016,87,Drama,5.4,Buddhadev Dasgupta,Krishnendu Adhikari,Biswarup Biswas,Ananya Chatterjee
Topless,2005,112,"Drama, Romance",2.6,Nabh Kumar 'Raju',K. Gauri,Tarun Khanna,Shweta Menon
Torbaaz,2020,133,"Action, Drama, Sport",6.8,Girish Malik,Sanjay Dutt,Nargis Fakhri,Rahul Dev
Total Dhamaal,2019,130,"Action, Adventure, Comedy",4.2,Indra Kumar,Ajay Devgn,Anil Kapoor,Madhuri Dixit
Total Siyapaa,2014,108,"Comedy, Drama, Romance",5,Eeshwar Nivas,Ali Zafar,Yami Gautam,Anupam Kher
Tottaa Pataaka Item Maal,2019,107,Drama,7.6,Aditya Kripalani,Ahmareen Anjum,Chitrangada Chakraborty,Sonal Joshi
Touhean,1989,135,"Drama, Family",6.3,Madan Joshi,Raj Babbar,Dimple Kapadia,Padmini Kolhapure
Traffic,2016,104,"Adventure, Drama, Thriller",6.7,Rajesh Pillai,Manoj Bajpayee,Jimmy Sheirgill,Divya Dutta
Traffic Signal,2007,130,Drama,6.5,Madhur Bhandarkar,Kunal Khemu,Neetu Chandra,Upendra Limaye
Train Station,2015,97,"Crime, Drama, Mystery",5.6,Xavier Agudo,Tony Pietra Arjuna,Ryan Bajornas,Surya Balakrishnan
Train to Pakistan,1998,111,"Drama, War",6.7,Pamela Rooks,Mohan Agashe,Nirmal Pandey,Rajit Kapoor
Trapped,2016,105,"Drama, Thriller",7.6,Vikramaditya Motwane,Rajkummar Rao,Geetanjali Thapa,Shiladitya Sen
Trapped in Tradition: Rivaaz,2011,107,"Crime, Drama, Thriller",5.3,Ashok Nanda,Deepti Naval,Vijay Raaz,Meghna Naidu
Tribhanga,2021,95,"Drama, Family",6.1,Renuka Shahane,Kajol,Tanvi Azmi,Mithila Palkar
Tridev,1989,173,"Action, Crime, Drama",6.3,Rajiv Rai,Sunny Deol,Naseeruddin Shah,Jackie Shroff
"Trikal (Past, Present, Future)",1985,137,Drama,7,Shyam Benegal,Leela Naidu,Neena Gupta,Anita Kanwar
Trimurti: Bond of Three,1995,187,"Action, Drama",4.8,Mukul Anand,Jackie Shroff,Anil Kapoor,Shah Rukh Khan
Trinetra,1991,157,Action,5.1,Harry Baweja,Mahesh Anand,Arun Bakshi,Laxmikant Berde
Trip to Bhangarh: Asia's Most Haunted Place,2014,113,"Horror, Thriller",2.4,Jitendra Pawar,Manish Chaudhary,Suzanna Mukherjee,Piyush Raina
Trishagni,1988,114,Drama,7.3,Nabendu Ghosh,Nana Patekar,Pallavi Joshi,Alok Nath
Trishna,1978,127,Drama,7.2,Anil Ganguly,Shashi Kapoor,Sanjeev Kumar,Rakhee Gulzar
Trishna,2011,117,Drama,6,Michael Winterbottom,Freida Pinto,Riz Ahmed,Mita Vashisht
Trishul,1978,167,"Action, Drama, Musical",7.7,Yash Chopra,Amitabh Bachchan,Sanjeev Kumar,Shashi Kapoor
Triveni,1985,131,"Crime, Drama, Mystery",5.2,Rajan Thakur,Rati Agnihotri,Raj Babbar,Urmila Bhatt
Triyacharitra,1994,120,Drama,7.3,Basu Chatterjee,Rajeshwari Sachdev,S.M. Zaheer,Mansi Upadhyay
Tryst with Destiny,2020,96,Drama,8,Prashant Nair,Suhasini,Vineet Kumar Singh,Jaideep Ahlawat
Tu Chor Main Sipahi,1996,153,"Action, Comedy, Drama",5.2,Guddu Dhanoa,Akshay Kumar,Saif Ali Khan,Tabu
Tubelight,2017,136,"Drama, War",3.8,Kabir Khan,Salman Khan,Sohail Khan,Om Puri
Tuesdays and Fridays,2021,106,"Comedy, Musical, Romance",4.5,Taranveer Singh,Anmol Dhillon,Jhataleka Malhotra,Niki Walia
Tujhe Meri Kasam,2003,155,Romance,6.4,Vijay K. Bhaskar,Riteish Deshmukh,Genelia D'Souza,Shakti Kapoor
Tujhse He Raabta,2015,88,"Drama, Romance",6.2,Nivedita Basu,Sara Khan,Yasir Shah,Zara Barring
Tulsi Vivah,1971,162,"Adventure, Fantasy",6.6,Chandrakant,Abhi Bhattacharya,Jayshree Gadkar,Geetanjali
Tulsi: Mathrudevobhava,2008,134,Drama,6,Ajay Kumar,Manisha Koirala,Irrfan Khan,Sadashiv Amrapurkar
Tum Bin 2,2016,147,"Drama, Romance",4.8,Anubhav Sinha,Peter Pedrero,Neha Sharma,Aditya Seal
Tum Bin...: Love Will Find a Way,2001,158,"Drama, Romance",7.5,Anubhav Sinha,Priyanshu Chatterjee,Himanshu Malik,Sandali Sinha
Tum Haseen Main Jawan,1970,148,"Comedy, Romance",7,Bhappi Sonie,Dharmendra,Hema Malini,Rajendranath Malhotra
Tum Ho Yaara,2011,135,Drama,3.9,Dr. Jay,Natty Kumar,Ganesh Venkatraman,Kalpana Pandit
Tum Mere Ho,1990,129,"Fantasy, Horror, Romance",4.7,Tahir Hussain,Aamir Khan,Juhi Chawla,Ajit Vachani
Tum Mile,2009,140,"Drama, Romance",5,Kunal Deshmukh,Emraan Hashmi,Soha Ali Khan,Prerna Chawla
Tum Milo Toh Sahi,2010,128,"Comedy, Drama",5.6,Kabir Sadanand,Nana Patekar,Dimple Kapadia,Sunil Shetty
Tum Se Achcha Kaun Hai,2002,150,"Drama, Musical, Romance",4.6,Deepak Anand,Nakul Kapoor,Aarti Chhabria,Kim Sharma
Tum: A Dangerous Obsession,2004,150,"Drama, Romance, Thriller",2.4,Aruna Raje,Manisha Koirala,Karann Nathh,Rajat Kapoor
Tumbbad,2018,104,"Drama, Fantasy, Horror",8.3,Rahi Anil Barve,Anand Gandhi,Adesh Prasad,Sohum Shah
Tumhare Bina,1982,139,"Drama, Family",5.6,Satyen Bose,Suresh Oberoi,Swaroop Sampat,Master Ravi
Tumhari Kassam,1978,136,Romance,6.1,Ravi Chopra,Jeetendra,Navin Nischol,Moushumi Chatterjee
Tumhari Sulu,2017,150,"Comedy, Drama",7,Suresh Triveni,Vidya Balan,Manav Kaul,Neha Dhupia
Tumko Na Bhool Paayenge,2002,160,"Action, Romance, Thriller",5.6,Pankaj Parashar,Pankaj Dheer,Arbaaz Khan,Salman Khan
Tumsa Nahin Dekha,1957,156,"Musical, Romance",7,Nasir Hussain,Shammi Kapoor,Ameeta,Pran
